Customer,Segment,Primary_Rep,Net_Revenue,Visit_Every_Days,Hard_Deadline_Days,Visits_Per_Year,Visit_Cadence,Daily_Hat_Velocity
Grocery Outlet - Spokane Valley,D - Low & Slow,Unassigned,5759.5,48.0,60.0,7.6,Every 1-2 Months (31-60 days),1.7248677248677249
Riverside Grocery,D - Low & Slow,Unassigned,1411.5,48.0,61.0,7.6,Every 1-2 Months (31-60 days),1.7125
Fuel Mart - North Charleston,B - Steady Performers,JADEN BLACK,2509.5,48.0,60.0,7.6,Every 1-2 Months (31-60 days),1.7295081967213115
The Hat Shop,B - Steady Performers,Ann Wheelock,5592.0,49.0,61.0,7.4,Every 1-2 Months (31-60 days),1.6983173076923077
Beartooth Market,B - Steady Performers,Lamar Helm,5280.0,49.0,62.0,7.4,Every 1-2 Months (31-60 days),1.6818181818181819
Grocery Outlet - Oregon City,B - Steady Performers,Unassigned,6242.5,49.0,61.0,7.4,Every 1-2 Months (31-60 days),1.7023255813953488
Ranch and Home,B - Steady Performers,Ann Wheelock,4512.0,50.0,62.0,7.3,Every 1-2 Months (31-60 days),1.6666666666666667
Grocery Outlet - Murrieta,B - Steady Performers,Unassigned,5357.2,50.0,62.0,7.3,Every 1-2 Months (31-60 days),1.666256157635468
Good2Go #506,E - New / One-Time,Unassigned,3168.0,50.0,63.0,7.3,Every 1-2 Months (31-60 days),1.6481481481481481
Town Pump - Billings #4 - 0117-1044,B - Steady Performers,Unassigned,4812.0,50.0,63.0,7.3,Every 1-2 Months (31-60 days),1.6507731958762886
Grocery Outlet - Rainier,B - Steady Performers,Unassigned,5266.4,50.0,63.0,7.3,Every 1-2 Months (31-60 days),1.6629213483146068
The Cabin/Back Country Safaris,B - Steady Performers,Unassigned,2569.5,50.0,62.0,7.3,Every 1-2 Months (31-60 days),1.6643835616438356
KB Express Parowan #80167,B - Steady Performers,Unassigned,4896.0,50.0,63.0,7.3,Every 1-2 Months (31-60 days),1.6524064171122994
Smoke City,D - Low & Slow,Bobbi Marshall,1632.0,50.0,62.0,7.3,Every 1-2 Months (31-60 days),1.6673684210526316
Valley Country Store Rupert,B - Steady Performers,Unassigned,3009.0,50.0,63.0,7.3,Every 1-2 Months (31-60 days),1.6470588235294117
Grocery Outlet - Omak,E - New / One-Time,Unassigned,2360.7999999999997,51.0,64.0,7.2,Every 1-2 Months (31-60 days),1.6178861788617886
Grocery Outlet - Rialto,B - Steady Performers,Unassigned,4176.799999999999,51.0,63.0,7.2,Every 1-2 Months (31-60 days),1.641025641025641
M&W Franklin Junction,D - Low & Slow,Unassigned,2644.5,51.0,64.0,7.2,Every 1-2 Months (31-60 days),1.6131147540983606
Grocery Outlet - Newberg,B - Steady Performers,Unassigned,3495.7999999999997,51.0,64.0,7.2,Every 1-2 Months (31-60 days),1.6198347107438016
Ace Hardware - Colonial UT,D - Low & Slow,Andy Coon,1116.0,51.0,64.0,7.2,Every 1-2 Months (31-60 days),1.6206896551724137
Cedar Band Travel Plaza,B - Steady Performers,Jason Black,3348.0,51.0,63.0,7.2,Every 1-2 Months (31-60 days),1.6428571428571428
ICT,E - New / One-Time,VIEGEAR,1584.0,52.0,66.0,7.0,Every 1-2 Months (31-60 days),1.5833333333333333
Town Pump - Great Falls #5,B - Steady Performers,Unassigned,5904.0,52.0,66.0,7.0,Every 1-2 Months (31-60 days),1.5821561338289964
Town Pump - Columbia Falls #2 - 8910,B - Steady Performers,Unassigned,5532.0,52.0,65.0,7.0,Every 1-2 Months (31-60 days),1.5931623931623933
Super 1 Foods,B - Steady Performers,Lamar Helm,3936.0,52.0,66.0,7.0,Every 1-2 Months (31-60 days),1.5875299760191846
Town Pump - Billings #12 - 8002-1056,B - Steady Performers,Unassigned,3324.0,52.0,65.0,7.0,Every 1-2 Months (31-60 days),1.6011396011396013
Grocery Outlet - Puyallup,B - Steady Performers,Unassigned,4698.9,52.0,65.0,7.0,Every 1-2 Months (31-60 days),1.6026315789473684
Grocery Outlet - Hermiston,E - New / One-Time,Unassigned,896.6500000000001,52.0,65.0,7.0,Every 1-2 Months (31-60 days),1.5970149253731343
Grocery Outlet - Auburn WA,C - Moderate Movers,Unassigned,4494.599999999999,53.0,66.0,6.9,Every 1-2 Months (31-60 days),1.5791666666666666
7 Star Convenience Independence OR,E - New / One-Time,Unassigned,828.0,53.0,67.0,6.9,Every 1-2 Months (31-60 days),1.5555555555555556
7 Star Convenience Dallas OR,E - New / One-Time,Unassigned,828.0,53.0,67.0,6.9,Every 1-2 Months (31-60 days),1.5555555555555556
Town Pump #1244 Havre,D - Low & Slow,Unassigned,5098.0,53.0,66.0,6.9,Every 1-2 Months (31-60 days),1.56838905775076
Arco Station - Salem,E - New / One-Time,Elijah Benedick,828.0,53.0,67.0,6.9,Every 1-2 Months (31-60 days),1.5555555555555556
Stokes Market - Anaconda,B - Steady Performers,Unassigned,4512.0,53.0,66.0,6.9,Every 1-2 Months (31-60 days),1.5791666666666666
Town Pump - Kalispell #7 - 2310-1280,D - Low & Slow,Unassigned,2592.0,53.0,66.0,6.9,Every 1-2 Months (31-60 days),1.5698757763975155
Hooked On Toys,E - New / One-Time,Unassigned,2360.7999999999997,53.0,67.0,6.9,Every 1-2 Months (31-60 days),1.5546875
Candys Exxon,D - Low & Slow,JADEN BLACK,1944.0,53.0,67.0,6.9,Every 1-2 Months (31-60 days),1.5578231292517006
Grocery Outlet - Sonora,B - Steady Performers,Unassigned,3359.6,53.0,67.0,6.9,Every 1-2 Months (31-60 days),1.559228650137741
HSB Fire Department,E - New / One-Time,VIEGEAR,555.0,53.0,66.0,6.9,Every 1-2 Months (31-60 days),1.5666666666666667
